  5  1 22 0030 D   215.8    10.6     8.5    -0.3   217.0     7.2    12.1    -0.0    -4.0    73.8    -0.5     0.0    49.90 99999.00    97.81     0.46     1.4 99999.0    10.4
  5  1 22 0130 D   220.9     9.7     9.0    -0.6   221.9     6.6    11.9    -0.3    -3.6    77.5    -0.5     0.0    49.40 99999.00    97.79     0.47     1.4 99999.0    10.4
  5  1 22 0230 D   233.9     9.6    10.0    -0.9   236.1     6.8    11.8    -0.6    -3.8    78.2    -0.5     0.0    48.80 99999.00    97.79     0.46     1.4 99999.0    10.4
  5  1 22 0330 D   250.3    11.6     9.8    -1.8   251.0     8.6    11.4    -1.3    -3.8    83.1    -0.9     0.0    49.40 99999.00    97.81     0.46     1.4 99999.0    10.4
  5  1 22 0430 D   257.8    13.7     9.3    -4.3   256.5     9.7    11.9    -3.8    -6.3    85.1    -1.0     0.0    50.40 99999.00    97.88     0.38     1.4 99999.0    10.3
  5  1 22 0530 D   265.2    15.1     8.7    -6.3   263.7    10.4    12.3    -5.9    -9.4    79.5    -1.0     0.0    53.40 99999.00    97.92     0.30     1.4 99999.0    10.3
  5  1 22 0630 D   264.1    15.0     8.7    -8.3   263.2    10.5    11.6    -7.8   -11.7    78.0    -1.0     0.0    57.40 99999.00    98.01     0.25     1.4 99999.0    10.3
  5  1 22 0730 D   265.4    14.6     9.2    -9.3   263.4     9.9    12.1    -8.8   -13.0    76.3    -0.9     0.0    58.40 99999.00    98.11     0.23     1.3 99999.0    10.3
  5  1 22 0830 D   258.9    13.7    10.0   -10.2   258.1     9.7    11.9    -9.7   -13.4    80.2    -1.0     0.0    90.90 99999.00    98.19     0.22     1.3 99999.0    10.3
  5  1 22 0930 D   260.8    14.4     9.5   -11.4   259.8    10.0    12.2   -10.8   -15.1    76.1    -1.2     0.0   213.30 99999.00    98.26     0.19     1.3 99999.0    10.3
  5  1 22 1030 D   260.6    14.6     9.5   -12.1   258.4    10.6    12.3   -11.5   -16.5    71.8    -1.3     0.0   354.90 99999.00    98.33     0.17     1.3 99999.0    10.3
  5  1 22 1130 D   260.2    14.0     9.2   -12.5   259.1     9.9    11.5   -11.8   -16.9    71.2    -1.4     0.0   355.40 99999.00    98.39     0.16     1.2 99999.0    10.3
  5  1 22 1230 D   260.9    13.0     9.9   -12.8   259.4     9.3    12.0   -12.1   -17.1    72.7    -1.3     0.0   310.80 99999.00    98.41     0.16     1.2 99999.0    10.3
  5  1 22 1330 D   262.9    13.7     8.5   -13.0   261.2     9.4    11.9   -12.4   -16.9    75.1    -1.2     0.0   238.10 99999.00    98.46     0.16     1.2 99999.0    10.3
  5  1 22 1430 D   265.1    12.4     9.2   -12.7   262.4     8.5    11.8   -12.2   -16.8    74.9    -1.1     0.0   181.60 99999.00    98.50     0.16     1.1 99999.0    10.3
  5  1 22 1530 D   265.0    13.1     9.0   -12.6   264.9     9.0    11.6   -12.1   -16.9    73.9    -1.0     0.0   110.60 99999.00    98.60     0.16     1.1 99999.0    10.3
  5  1 22 1630 D   267.1    14.6     8.4   -12.4   264.6    10.0    11.8   -12.0   -17.2    71.5    -0.9     0.0    56.70 99999.00    98.69     0.16     1.1 99999.0    10.3
  5  1 22 1730 D   268.7    13.7     8.7   -12.5   266.9     9.0    11.8   -12.0   -17.1    72.2    -0.8     0.0    48.80 99999.00    98.75     0.16     1.0 99999.0    10.3
  5  1 22 1830 D   268.2    12.8     8.2   -12.5   266.9     8.6    11.5   -12.1   -17.3    71.3    -0.8     0.0    49.30 99999.00    98.78     0.16     1.0 99999.0    10.3
