  5 12 19 1630 D   180.0     5.4     6.3     6.5   177.2     3.1     8.9     6.6     1.6    69.0    -0.1     0.0     8.30   -23.20    99.32     0.69     2.4     7.2    11.3
  5 12 19 1730 D   169.5     4.8     6.4     6.1   160.9     2.6     8.4     6.0     1.7    72.9     0.3     0.0     0.00   -16.90    99.27     0.69     2.4     7.2    11.3
  5 12 19 1830 D   182.0     5.8     8.3     5.9   183.9     2.9    10.2     5.7     1.9    75.2     0.3     0.0     0.00   -18.00    99.25     0.70     2.5     7.2    11.3
  5 12 19 1930 D   190.2     5.4     7.5     6.2   196.7     3.1     9.6     6.0     2.4    76.9     0.4     0.2     0.00   -16.40    99.22     0.73     2.5     7.2    11.3
  5 12 19 2030 D   197.0     5.9     8.8     6.2   201.1     3.4    11.1     6.1     2.9    78.6     0.3     0.0     0.00   -16.10    99.19     0.75     2.5     7.2    11.2
  5 12 19 2130 D   207.5     7.0     5.9     6.3   208.2     3.9    10.4     5.9     3.0    80.6     0.8     0.0     0.00   -23.20    99.17     0.76     2.6     7.2    11.2
  5 12 19 2230 D   214.5     7.0     5.4     6.1   219.7     3.4    11.4     5.4     3.0    82.8     1.3     0.0     0.00   -37.90    99.16     0.76     2.6     7.2    11.2
  5 12 19 2330 D   227.2     6.0     5.9     5.7   233.9     3.1     9.7     5.1     3.0    84.7     1.2     0.0     0.00   -36.70    99.16     0.76     2.6     7.2    11.2
  5 12 19 2400 X   210.4     4.7     7.6     3.3   207.6     2.9    11.5     2.8    -0.1    81.2     1.2     0.2    99.60    45.00    99.27     0.61     2.5     7.2    11.3
  6 12 19 0030 D   238.3     6.2     5.1     5.2   243.4     3.2     9.4     4.8     2.9    85.8     0.8     0.0     0.00   -26.60    99.14     0.75     2.6     7.2    11.2
  6 12 19 0130 D   261.9     6.4    12.6     4.7   262.8     3.4    10.5     4.5     2.8    87.2     0.4     0.0     0.00   -26.60    99.21     0.75     2.7     7.2    11.2
  6 12 19 0230 D   294.3     6.3     9.6     4.5   287.6     3.1    10.2     4.0     2.5    88.3     0.9     0.0     0.00   -36.40    99.25     0.73     2.7     7.2    11.2
  6 12 19 0330 D   330.3     5.9    13.8     3.9   322.6     2.8    14.1     3.7     2.3    88.7     0.4     0.0     0.00   -42.40    99.31     0.72     2.7     7.2    11.2
  6 12 19 0430 D   352.8     7.3    11.0     3.5   353.1     3.4    22.0     3.7     1.7    85.5    -0.4     0.0     0.00   -18.60    99.41     0.69     2.7     7.2    11.2
  6 12 19 0530 D     0.8     8.2    11.0     2.9     7.5     3.8    21.7     3.3     0.5    80.7    -0.7     0.0     0.00   -13.70    99.56     0.64     2.7     7.2    11.2
  6 12 19 0630 D    11.3     8.6    11.2     1.4    18.4     4.5    19.6     1.6    -2.3    73.3    -0.5     0.0     0.10   -53.00    99.69     0.52     2.8     7.2    11.2
  6 12 19 0730 D    12.5     7.6    12.0    -0.1    18.9     4.2    20.6     0.2    -3.1    76.8    -0.7    16.8    23.40   -20.00    99.81     0.49     2.8     7.2    11.2
  6 12 19 0830 C    12.5     8.1    10.9    -0.3    20.3     4.4    20.5     0.1    -3.8    74.1    -0.8     5.2    90.50    34.40    99.94     0.46     2.8     7.2    11.2
  6 12 19 0930 C     9.7     6.9    13.0     0.0    17.6     3.8    21.6     0.6    -3.9    70.5    -1.2     0.0   169.50   112.90   100.07     0.46     2.8     7.2    11.2
  6 12 19 1030 B    16.7     5.9    13.4     0.8    29.4     3.8    21.1     1.5    -3.8    66.7    -1.6     2.0   386.10   261.20   100.13     0.46     2.8     7.3    11.2
  6 12 19 1130 B     4.2     5.7    15.5     1.2     6.3     3.6    25.4     2.0    -3.8    64.1    -1.7     0.0   401.50   262.90   100.17     0.46     2.8     7.3    11.2
  6 12 19 1230 B    11.5     4.2    21.1     1.7    18.3     3.2    27.2     2.4    -4.4    59.4    -1.5     0.0   424.20   281.50   100.16     0.44     2.8     7.3    11.2
  6 12 19 1330 B    20.6     3.4    24.1     2.4    31.4     2.8    28.4     3.0    -4.7    55.4    -1.2     0.0   358.10   223.20   100.16     0.43     2.8     7.3    11.2
  6 12 19 1430 C    10.2     3.9    19.0     2.9    17.4     2.8    26.4     3.5    -5.2    51.8    -1.1     1.0   246.10   130.50   100.22     0.42     2.9     7.3    11.2
  6 12 19 1530 C    17.9     3.1    11.7     2.8    30.8     2.4    17.5     3.2    -5.6    51.2    -0.8     0.0   105.20     7.20   100.29     0.40     2.9     7.3    11.2
